image_name,tags
train_23342,partly_cloudy primary
train_23343,partly_cloudy primary
train_23344,clear primary water
train_23345,clear primary
train_23346,agriculture clear primary water
train_23347,clear primary
train_23348,agriculture clear primary
train_23349,agriculture clear primary road water
train_23350,clear primary water
train_23351,clear primary
train_23352,haze primary
train_23353,agriculture partly_cloudy primary water
train_23354,agriculture clear cultivation primary
train_23355,clear water
train_23356,agriculture clear cultivation primary
train_23357,agriculture clear primary
train_23358,partly_cloudy primary
train_23359,clear primary
train_23360,agriculture clear habitation primary road
train_23361,haze primary
train_23362,partly_cloudy primary water
train_23363,blow_down clear primary
train_23364,clear cultivation primary
train_23365,cloudy
train_23366,haze primary
train_23367,clear primary
train_23368,clear primary
train_23369,agriculture clear primary road water
train_23370,clear primary
train_23371,clear primary
train_23372,partly_cloudy primary
train_23373,clear primary
train_23374,agriculture clear cultivation habitation primary
train_23375,clear primary
train_23376,agriculture clear cultivation primary water
train_23377,clear primary
train_23378,agriculture clear primary
train_23379,agriculture clear primary water
train_23380,clear primary
train_23381,clear primary
train_23382,agriculture clear primary road
train_23383,bare_ground clear habitation primary road
train_23384,agriculture clear primary road
train_23385,clear primary
train_23386,cultivation partly_cloudy primary
train_23387,clear primary
train_23388,clear primary
train_23389,clear primary water
train_23390,agriculture clear primary road
train_23391,agriculture clear primary road
train_23392,clear primary
train_23393,agriculture cultivation partly_cloudy primary road
train_23394,partly_cloudy primary
train_23395,cloudy
train_23396,agriculture clear primary water
train_23397,agriculture clear cultivation primary
train_23398,clear primary
train_23399,clear primary
train_23400,clear cultivation primary
train_23401,clear primary
train_23402,clear primary selective_logging water
train_23403,cloudy
train_23404,partly_cloudy primary
train_23405,agriculture cultivation partly_cloudy primary water
train_23406,clear primary
train_23407,clear habitation road
train_23408,clear primary
train_23409,clear primary
train_23410,haze primary
train_23411,agriculture clear habitation primary road
train_23412,agriculture partly_cloudy primary water
train_23413,bare_ground clear water
train_23414,clear primary
train_23415,agriculture clear primary
train_23416,agriculture clear habitation road
train_23417,cloudy
train_23418,cloudy
train_23419,agriculture partly_cloudy primary water
train_23420,clear primary
train_23421,clear primary water
train_23422,agriculture haze primary
train_23423,agriculture clear primary water
train_23424,agriculture clear primary road
train_23425,agriculture blow_down clear primary
train_23426,agriculture clear primary water
train_23427,clear primary
train_23428,clear primary
train_23429,agriculture haze primary road
train_23430,clear primary
train_23431,haze primary
train_23432,agriculture clear habitation primary
train_23433,agriculture blooming clear primary
train_23434,cloudy
train_23435,cloudy
train_23436,cloudy
train_23437,partly_cloudy primary
train_23438,agriculture clear habitation primary road
train_23439,clear primary
train_23440,clear primary
train_23441,clear primary
train_23442,agriculture clear primary road water
train_23443,cloudy
train_23444,agriculture clear habitation primary road
train_23445,clear primary
train_23446,agriculture clear habitation primary road
train_23447,clear primary
train_23448,cloudy
train_23449,clear conventional_mine primary road water
train_23450,clear primary
train_23451,agriculture clear primary road
train_23452,agriculture clear cultivation habitation primary road
train_23453,agriculture cultivation partly_cloudy primary road
train_23454,clear primary
train_23455,clear primary
train_23456,agriculture clear primary water
train_23457,clear primary
train_23458,clear cultivation primary
train_23459,clear primary
train_23460,agriculture partly_cloudy primary
train_23461,clear primary
train_23462,agriculture clear cultivation primary road
train_23463,agriculture partly_cloudy primary
train_23464,clear primary water
train_23465,clear primary water
train_23466,clear primary
train_23467,agriculture clear cultivation habitation primary road
train_23468,agriculture clear primary water
train_23469,clear primary
train_23470,agriculture partly_cloudy primary water
train_23471,agriculture cultivation partly_cloudy primary
train_23472,clear primary
train_23473,clear primary
train_23474,agriculture clear primary
train_23475,clear cultivation primary
train_23476,cloudy
train_23477,clear primary
train_23478,cloudy
train_23479,clear primary
train_23480,agriculture bare_ground clear road
train_23481,haze primary
train_23482,artisinal_mine clear primary water
train_23483,agriculture bare_ground clear conventional_mine habitation primary road water
train_23484,agriculture clear habitation primary water
train_23485,agriculture clear primary road
train_23486,clear primary
train_23487,clear primary
train_23488,partly_cloudy primary
train_23489,agriculture habitation partly_cloudy primary road
train_23490,cloudy
train_23491,agriculture clear primary water
train_23492,clear primary
train_23493,clear primary
train_23494,partly_cloudy primary
train_23495,agriculture clear primary
train_23496,clear primary
train_23497,agriculture clear primary
train_23498,clear primary water
train_23499,clear primary
train_23500,clear primary
train_23501,agriculture clear cultivation primary
train_23502,clear primary
train_23503,clear cultivation habitation primary
train_23504,bare_ground clear cultivation habitation primary water
train_23505,clear primary water
train_23506,clear primary
train_23507,clear primary
train_23508,agriculture clear primary road water
train_23509,clear primary road water
train_23510,clear primary road water
train_23511,cloudy
train_23512,clear primary
train_23513,agriculture clear cultivation primary
train_23514,clear primary
train_23515,clear primary water
train_23516,haze primary
train_23517,agriculture clear primary road
train_23518,clear primary
train_23519,cloudy
train_23520,agriculture partly_cloudy primary
train_23521,agriculture clear cultivation habitation primary road
train_23522,clear primary
train_23523,clear primary
train_23524,agriculture clear cultivation primary slash_burn
train_23525,partly_cloudy primary
train_23526,clear primary
train_23527,partly_cloudy primary water
train_23528,agriculture clear habitation primary road water
train_23529,agriculture cultivation habitation partly_cloudy primary
train_23530,agriculture clear primary road water
train_23531,agriculture clear primary
train_23532,clear primary
train_23533,agriculture cultivation haze primary
train_23534,partly_cloudy primary
train_23535,clear primary
train_23536,agriculture clear habitation primary
train_23537,agriculture clear habitation primary water
train_23538,clear primary water
train_23539,agriculture clear cultivation primary
train_23540,clear primary
train_23541,clear primary
train_23542,agriculture clear habitation primary road
train_23543,partly_cloudy primary
train_23544,haze primary road water
train_23545,blow_down clear primary
train_23546,bare_ground clear
train_23547,agriculture clear primary
train_23548,haze primary
train_23549,agriculture clear cultivation primary
train_23550,haze primary
train_23551,clear primary
train_23552,clear primary water
train_23553,agriculture clear primary road
train_23554,clear primary
train_23555,clear primary
train_23556,bare_ground clear primary road
train_23557,clear primary
train_23558,agriculture clear habitation primary road
train_23559,clear primary
train_23560,clear primary
train_23561,clear primary
train_23562,agriculture cultivation partly_cloudy primary road
train_23563,clear primary
train_23564,haze primary
train_23565,agriculture clear cultivation habitation primary road
train_23566,cloudy
train_23567,partly_cloudy primary
train_23568,agriculture haze primary
train_23569,agriculture partly_cloudy primary road
train_23570,agriculture cultivation habitation partly_cloudy primary road
train_23571,clear primary
train_23572,clear primary
train_23573,clear primary
train_23574,clear primary
train_23575,clear primary
train_23576,haze primary
train_23577,agriculture clear primary water
train_23578,agriculture clear primary road
train_23579,clear primary
train_23580,clear water
train_23581,agriculture clear habitation primary road water
train_23582,clear primary
train_23583,partly_cloudy primary
train_23584,haze primary
train_23585,clear primary
train_23586,haze primary
train_23587,clear primary
train_23588,cloudy
train_23589,agriculture clear primary selective_logging
train_23590,blooming clear primary
train_23591,clear primary
train_23592,haze primary
train_23593,agriculture clear primary water
train_23594,clear primary
train_23595,clear primary
train_23596,clear primary
train_23597,agriculture clear cultivation primary
train_23598,cloudy
train_23599,clear primary
train_23600,cloudy
train_23601,clear primary
train_23602,agriculture clear primary
train_23603,partly_cloudy primary
train_23604,agriculture partly_cloudy primary
train_23605,partly_cloudy primary
train_23606,agriculture clear habitation primary road
train_23607,bare_ground clear habitation primary road water
train_23608,cloudy
train_23609,agriculture partly_cloudy primary road
train_23610,bare_ground clear primary water
train_23611,clear habitation road
train_23612,clear primary water
train_23613,haze primary
train_23614,agriculture haze primary
train_23615,clear primary road water
train_23616,clear primary
train_23617,clear primary
train_23618,clear primary
train_23619,clear primary
train_23620,agriculture clear primary road
train_23621,clear primary
train_23622,partly_cloudy primary
train_23623,clear primary
train_23624,clear primary water
train_23625,agriculture clear habitation primary road water
train_23626,clear primary
train_23627,clear cultivation habitation primary
train_23628,clear primary
train_23629,clear primary
train_23630,clear primary
train_23631,clear cultivation primary
train_23632,partly_cloudy primary
train_23633,clear primary
train_23634,cloudy
train_23635,cloudy
train_23636,cloudy
train_23637,clear primary water
train_23638,clear primary
train_23639,clear primary
train_23640,clear primary road selective_logging
train_23641,clear primary
train_23642,blooming clear cultivation primary
train_23643,agriculture haze primary
train_23644,bare_ground clear
train_23645,clear primary
train_23646,cloudy
train_23647,partly_cloudy primary water
train_23648,agriculture clear primary road
train_23649,agriculture cultivation haze primary water
train_23650,agriculture clear primary road
train_23651,agriculture clear primary road
train_23652,agriculture clear habitation road
train_23653,partly_cloudy primary
train_23654,agriculture clear primary road
train_23655,clear primary
train_23656,agriculture haze primary water
train_23657,clear primary
train_23658,clear primary
train_23659,agriculture clear cultivation primary road water
train_23660,clear cultivation primary water
train_23661,agriculture clear primary
train_23662,clear primary
train_23663,agriculture clear primary road
train_23664,cloudy
train_23665,clear primary
train_23666,clear primary
train_23667,agriculture partly_cloudy primary
train_23668,clear primary
train_23669,agriculture haze primary road
train_23670,agriculture partly_cloudy primary
train_23671,agriculture clear primary
train_23672,clear primary
train_23673,clear primary
train_23674,clear primary
train_23675,agriculture clear primary road
train_23676,blooming clear primary
train_23677,partly_cloudy primary
train_23678,agriculture clear cultivation primary
train_23679,clear cultivation primary
train_23680,agriculture clear primary road water
train_23681,partly_cloudy primary
train_23682,clear primary
train_23683,partly_cloudy primary
train_23684,clear primary
train_23685,clear primary
train_23686,clear primary
train_23687,artisinal_mine clear primary road water
train_23688,agriculture clear cultivation habitation primary road water
train_23689,haze primary
train_23690,haze primary
train_23691,clear primary
train_23692,partly_cloudy primary
train_23693,clear primary
train_23694,haze primary
train_23695,agriculture clear primary water
train_23696,habitation partly_cloudy primary water
train_23697,clear primary
train_23698,clear primary
train_23699,haze primary
train_23700,agriculture clear primary road water
train_23701,partly_cloudy primary
train_23702,agriculture clear primary road
train_23703,agriculture clear cultivation habitation primary road
train_23704,clear primary water
train_23705,blooming clear primary
train_23706,cloudy
train_23707,agriculture clear primary road
train_23708,agriculture cultivation habitation partly_cloudy primary
train_23709,agriculture clear primary water
train_23710,haze primary water
train_23711,agriculture clear habitation primary road
train_23712,clear water
train_23713,partly_cloudy primary
train_23714,clear primary
train_23715,agriculture clear primary water
train_23716,agriculture clear cultivation primary road
train_23717,blooming clear primary
train_23718,clear primary
train_23719,haze primary
train_23720,partly_cloudy primary
train_23721,agriculture habitation haze primary
train_23722,agriculture clear primary road
train_23723,agriculture clear primary road
train_23724,haze primary water
train_23725,agriculture clear habitation primary
train_23726,agriculture clear primary
train_23727,clear primary water
train_23728,clear primary water
train_23729,clear primary
train_23730,bare_ground clear primary road water
train_23731,partly_cloudy primary
train_23732,clear primary
train_23733,partly_cloudy primary
train_23734,haze primary
train_23735,agriculture clear habitation primary road water
train_23736,clear primary
train_23737,agriculture clear cultivation cultivation primary road
train_23738,haze primary
train_23739,haze primary
train_23740,clear primary
train_23741,haze primary
train_23742,clear primary
train_23743,clear primary
train_23744,agriculture clear primary water
train_23745,clear primary
train_23746,clear primary
train_23747,agriculture haze primary water
train_23748,clear primary
train_23749,agriculture clear habitation primary road
train_23750,clear primary water
train_23751,agriculture clear cultivation habitation primary road
train_23752,clear primary
train_23753,agriculture partly_cloudy primary
train_23754,partly_cloudy primary
train_23755,clear primary
train_23756,agriculture clear cultivation primary
train_23757,clear primary slash_burn
train_23758,clear primary
train_23759,agriculture artisinal_mine clear primary
train_23760,partly_cloudy primary water
train_23761,agriculture clear primary road
train_23762,agriculture clear primary
train_23763,clear cultivation habitation primary road water
train_23764,bare_ground clear primary
train_23765,clear primary
train_23766,haze primary
train_23767,clear primary
train_23768,partly_cloudy primary water
train_23769,clear primary
train_23770,clear primary
train_23771,agriculture clear cultivation primary
train_23772,agriculture clear primary road
train_23773,agriculture clear cultivation primary
train_23774,agriculture clear primary water
train_23775,clear primary
train_23776,clear habitation road water
train_23777,clear primary
train_23778,agriculture cultivation partly_cloudy primary water
train_23779,clear primary
train_23780,clear primary
train_23781,agriculture clear habitation primary road
train_23782,clear primary water
train_23783,partly_cloudy water
train_23784,clear primary road water
train_23785,agriculture haze primary road
train_23786,clear primary
train_23787,clear primary water
train_23788,clear water
train_23789,clear cultivation habitation primary water
train_23790,agriculture bare_ground clear habitation road
train_23791,clear primary water
train_23792,agriculture clear primary
train_23793,clear primary
train_23794,clear primary
train_23795,agriculture partly_cloudy primary road
train_23796,agriculture clear primary
train_23797,agriculture clear cultivation primary slash_burn
train_23798,partly_cloudy primary
train_23799,cloudy
train_23800,partly_cloudy primary
train_23801,agriculture partly_cloudy primary
train_23802,haze primary
train_23803,partly_cloudy primary
train_23804,agriculture clear habitation primary road
train_23805,cloudy
train_23806,cloudy
train_23807,clear primary
train_23808,cloudy
train_23809,clear primary road
train_23810,clear primary
train_23811,clear primary
train_23812,clear primary
train_23813,clear primary
train_23814,agriculture clear primary water
train_23815,clear primary
train_23816,haze primary
train_23817,clear primary
train_23818,clear primary road
train_23819,clear primary
train_23820,partly_cloudy primary
train_23821,clear primary
train_23822,clear primary
train_23823,clear primary
train_23824,agriculture clear habitation primary road
train_23825,agriculture cultivation partly_cloudy primary
train_23826,cloudy
train_23827,clear primary road water
train_23828,agriculture clear primary road
train_23829,agriculture clear cultivation primary water
train_23830,agriculture clear primary road
train_23831,clear primary
train_23832,bare_ground clear primary water
train_23833,partly_cloudy primary
train_23834,agriculture clear primary
train_23835,clear primary road water
train_23836,clear habitation primary road
train_23837,clear primary
train_23838,clear primary
train_23839,clear primary
train_23840,agriculture clear cultivation primary
train_23841,clear primary
train_23842,clear primary
train_23843,cloudy
train_23844,partly_cloudy primary
train_23845,clear primary
train_23846,agriculture clear habitation primary road
train_23847,clear cultivation primary slash_burn
train_23848,agriculture partly_cloudy primary road
train_23849,partly_cloudy primary
train_23850,agriculture clear
train_23851,agriculture partly_cloudy primary road
train_23852,partly_cloudy primary
train_23853,partly_cloudy primary
train_23854,agriculture clear habitation primary road
train_23855,bare_ground clear road
train_23856,clear primary
train_23857,clear primary
train_23858,agriculture clear habitation road
train_23859,cloudy
train_23860,agriculture partly_cloudy primary road
train_23861,clear habitation primary road
train_23862,agriculture clear cultivation primary
train_23863,clear primary
train_23864,clear primary
train_23865,cloudy
train_23866,clear primary water
train_23867,agriculture clear habitation primary road
train_23868,clear primary
train_23869,clear primary
train_23870,agriculture haze primary water
train_23871,clear primary
train_23872,agriculture clear habitation primary road
train_23873,agriculture clear cultivation primary
train_23874,blow_down partly_cloudy primary
train_23875,agriculture clear primary
train_23876,clear cultivation habitation primary water
train_23877,cloudy
train_23878,clear primary
train_23879,clear primary
train_23880,clear cultivation habitation primary road
train_23881,clear primary
train_23882,clear primary
train_23883,agriculture clear primary road
train_23884,cloudy
train_23885,clear cultivation primary
train_23886,clear primary
train_23887,cloudy
train_23888,agriculture haze primary
train_23889,clear primary water
train_23890,agriculture clear cultivation primary water
train_23891,clear primary
train_23892,clear primary
train_23893,clear primary
train_23894,agriculture clear cultivation habitation primary slash_burn
train_23895,clear primary
train_23896,agriculture clear primary
train_23897,clear primary water
train_23898,clear primary road water
train_23899,clear habitation primary road
train_23900,habitation partly_cloudy primary water
train_23901,clear primary road water
train_23902,partly_cloudy primary
train_23903,clear primary
train_23904,clear cultivation habitation primary
train_23905,partly_cloudy primary
train_23906,agriculture clear cultivation primary water
train_23907,clear primary water
train_23908,clear habitation primary road water
train_23909,partly_cloudy primary
train_23910,clear primary
train_23911,clear primary water
train_23912,clear primary
train_23913,agriculture clear primary water
train_23914,agriculture clear habitation primary road
train_23915,clear primary
train_23916,agriculture clear primary road
train_23917,cloudy
train_23918,partly_cloudy primary
train_23919,cloudy
train_23920,agriculture clear cultivation habitation primary road
train_23921,clear primary
train_23922,clear primary
train_23923,clear primary
train_23924,agriculture partly_cloudy primary water
train_23925,agriculture clear primary
train_23926,clear primary
train_23927,partly_cloudy primary water
train_23928,clear primary
train_23929,agriculture clear cultivation primary slash_burn
train_23930,clear primary road
train_23931,agriculture clear primary
train_23932,partly_cloudy primary
train_23933,haze primary road
train_23934,agriculture bare_ground habitation haze primary road
train_23935,clear primary
train_23936,agriculture clear primary road
train_23937,clear primary
train_23938,clear primary
train_23939,agriculture clear primary road water
train_23940,clear primary water
train_23941,haze primary
train_23942,clear primary water
train_23943,clear primary road selective_logging
train_23944,agriculture clear primary road water
train_23945,clear primary
train_23946,clear primary
train_23947,artisinal_mine clear primary selective_logging
train_23948,clear primary
train_23949,clear primary
train_23950,agriculture cultivation habitation partly_cloudy primary road
train_23951,partly_cloudy primary
train_23952,agriculture cultivation cultivation habitation partly_cloudy primary road water
train_23953,cloudy
train_23954,clear primary
train_23955,clear primary
train_23956,clear primary
train_23957,artisinal_mine partly_cloudy primary water
train_23958,clear primary
train_23959,clear primary
train_23960,agriculture cultivation haze primary
train_23961,agriculture cultivation partly_cloudy primary
train_23962,agriculture clear primary road
train_23963,agriculture clear primary road
train_23964,clear primary selective_logging
train_23965,clear primary
train_23966,agriculture artisinal_mine bare_ground clear primary road water
train_23967,clear primary
train_23968,clear primary
train_23969,clear primary
train_23970,clear primary
train_23971,agriculture clear primary
train_23972,clear primary
train_23973,clear primary
train_23974,agriculture partly_cloudy primary
train_23975,clear primary
train_23976,partly_cloudy primary water
train_23977,partly_cloudy primary
train_23978,cloudy
train_23979,cloudy
train_23980,cloudy
train_23981,cloudy
train_23982,clear primary
train_23983,clear primary
train_23984,agriculture haze primary water
train_23985,partly_cloudy primary water
train_23986,clear primary water
train_23987,clear primary
train_23988,clear primary
train_23989,clear primary
train_23990,haze primary
train_23991,clear primary
train_23992,clear primary
train_23993,haze primary water
train_23994,clear primary selective_logging
train_23995,clear cultivation habitation primary
train_23996,clear primary
train_23997,partly_cloudy primary
train_23998,agriculture clear primary
train_23999,agriculture clear primary road water
train_24000,haze primary
train_24001,cloudy
train_24002,partly_cloudy primary
train_24003,agriculture clear cultivation primary road
train_24004,haze primary
train_24005,bare_ground clear primary
train_24006,clear cultivation primary
train_24007,agriculture clear primary water
train_24008,clear primary
train_24009,clear primary
train_24010,partly_cloudy primary
train_24011,clear primary
train_24012,bare_ground clear primary road water
train_24013,cloudy
train_24014,partly_cloudy primary
train_24015,clear primary
train_24016,clear primary
train_24017,haze primary
train_24018,agriculture clear habitation primary road water
train_24019,agriculture clear cultivation primary
train_24020,agriculture clear habitation primary road
train_24021,clear primary
train_24022,haze primary road water
train_24023,clear primary
train_24024,blooming clear primary
train_24025,agriculture clear primary water
train_24026,agriculture clear habitation primary road
train_24027,clear primary water
train_24028,clear primary
train_24029,clear primary
train_24030,partly_cloudy primary
train_24031,cloudy
train_24032,partly_cloudy primary
train_24033,haze primary road water
train_24034,agriculture clear cultivation primary water
train_24035,clear primary
train_24036,bare_ground clear
train_24037,agriculture clear cultivation primary
train_24038,partly_cloudy primary
train_24039,clear primary
train_24040,bare_ground clear primary
train_24041,agriculture clear primary water
train_24042,clear primary
train_24043,agriculture clear habitation primary road
train_24044,clear cultivation primary water
train_24045,clear primary
train_24046,agriculture clear habitation primary road
train_24047,haze primary water
train_24048,agriculture clear cultivation primary
train_24049,agriculture clear habitation primary road water
train_24050,clear primary
train_24051,clear primary
train_24052,clear primary
train_24053,agriculture bare_ground clear primary road
train_24054,agriculture clear primary road water
train_24055,agriculture clear cultivation primary road water
train_24056,clear primary
train_24057,clear primary
train_24058,clear primary water
train_24059,clear primary
train_24060,agriculture clear cultivation primary
train_24061,clear primary
train_24062,clear primary
train_24063,bare_ground clear primary
train_24064,clear primary road water
train_24065,partly_cloudy primary water
train_24066,agriculture clear habitation primary road
train_24067,clear primary
train_24068,clear primary
train_24069,clear primary
train_24070,cloudy
train_24071,agriculture clear habitation primary road
train_24072,agriculture clear road
train_24073,clear primary
train_24074,clear primary
train_24075,partly_cloudy primary
train_24076,agriculture clear primary
train_24077,clear primary
train_24078,clear primary water
train_24079,clear primary
train_24080,cloudy
train_24081,agriculture clear cultivation habitation primary road
train_24082,clear habitation primary road
train_24083,partly_cloudy primary
train_24084,clear primary
train_24085,clear primary
train_24086,agriculture clear primary road
train_24087,artisinal_mine clear primary road
train_24088,clear primary
train_24089,clear primary
train_24090,clear primary water
train_24091,partly_cloudy primary
train_24092,haze primary
train_24093,clear cultivation primary
train_24094,cloudy
train_24095,clear primary
train_24096,clear primary
train_24097,agriculture cultivation partly_cloudy primary
train_24098,clear primary
train_24099,agriculture clear primary
train_24100,haze primary
train_24101,clear primary
train_24102,clear primary
train_24103,clear primary selective_logging
train_24104,clear primary
train_24105,bare_ground clear primary
train_24106,clear primary
train_24107,clear primary
train_24108,cloudy
train_24109,bare_ground clear primary
train_24110,partly_cloudy primary
train_24111,agriculture clear cultivation primary road water
train_24112,clear water
train_24113,clear primary
train_24114,cloudy
train_24115,agriculture habitation partly_cloudy primary road
train_24116,clear cultivation primary
train_24117,clear primary
train_24118,haze primary
train_24119,clear primary
train_24120,agriculture clear primary
train_24121,clear primary
train_24122,haze primary
train_24123,agriculture clear primary road water
train_24124,agriculture haze primary road
train_24125,agriculture clear cultivation primary
train_24126,clear primary
train_24127,clear primary water
train_24128,cultivation haze primary water
train_24129,clear primary
train_24130,clear primary
train_24131,agriculture blooming clear primary
train_24132,agriculture partly_cloudy primary road water
train_24133,agriculture clear habitation primary road water
train_24134,clear primary
train_24135,agriculture clear primary road
train_24136,clear primary water
train_24137,clear primary
train_24138,clear primary
train_24139,cloudy
train_24140,clear water
train_24141,agriculture cultivation partly_cloudy primary
train_24142,haze primary
train_24143,clear primary
train_24144,agriculture clear cultivation primary
train_24145,partly_cloudy primary
train_24146,haze primary
train_24147,agriculture clear cultivation primary road
train_24148,agriculture clear cultivation habitation primary
train_24149,clear primary
train_24150,agriculture clear primary road
train_24151,clear primary
train_24152,clear primary
train_24153,agriculture clear primary
train_24154,clear primary
train_24155,haze primary
train_24156,clear primary
train_24157,agriculture clear primary road
train_24158,clear primary
train_24159,clear primary
train_24160,agriculture clear cultivation habitation primary road selective_logging
train_24161,habitation haze primary road water
train_24162,clear primary
train_24163,agriculture clear primary road
train_24164,cloudy
train_24165,clear primary
train_24166,agriculture clear primary water
train_24167,partly_cloudy primary
train_24168,clear primary water
train_24169,haze primary water
train_24170,clear primary
train_24171,partly_cloudy primary water
train_24172,clear primary
train_24173,clear primary
train_24174,clear primary
train_24175,clear primary
train_24176,agriculture clear primary
train_24177,partly_cloudy primary
train_24178,clear primary
train_24179,haze primary water
train_24180,haze primary road
train_24181,agriculture clear cultivation primary
train_24182,partly_cloudy primary
train_24183,clear primary water
train_24184,partly_cloudy primary water
train_24185,agriculture clear cultivation habitation primary road
train_24186,agriculture clear cultivation habitation primary
train_24187,agriculture haze primary water
train_24188,clear primary
train_24189,agriculture clear primary
train_24190,clear primary
train_24191,partly_cloudy primary
train_24192,cloudy
train_24193,agriculture cultivation haze primary road
train_24194,agriculture clear primary
train_24195,clear primary
train_24196,clear primary
train_24197,haze primary
train_24198,haze primary
train_24199,agriculture cultivation haze primary water
train_24200,partly_cloudy primary
train_24201,bare_ground clear habitation road
train_24202,partly_cloudy primary
train_24203,clear primary
train_24204,partly_cloudy primary
train_24205,clear cultivation habitation primary water
train_24206,clear primary
train_24207,agriculture clear primary road
train_24208,partly_cloudy primary
train_24209,clear primary
train_24210,partly_cloudy primary water
train_24211,clear primary road water
train_24212,cloudy
train_24213,agriculture clear primary road
train_24214,agriculture clear primary
train_24215,agriculture clear habitation primary road
train_24216,clear primary
train_24217,agriculture clear cultivation primary
train_24218,partly_cloudy primary
train_24219,blooming clear primary
train_24220,agriculture clear primary
train_24221,clear habitation road water
train_24222,partly_cloudy primary
train_24223,clear primary
train_24224,clear primary road
train_24225,partly_cloudy primary
train_24226,clear primary
train_24227,clear primary
train_24228,clear primary
train_24229,clear primary
train_24230,agriculture clear road
train_24231,haze primary
train_24232,clear primary water
train_24233,agriculture cultivation partly_cloudy primary road
train_24234,agriculture clear primary
train_24235,clear primary
train_24236,partly_cloudy primary water
train_24237,cloudy
train_24238,partly_cloudy primary
train_24239,clear primary
train_24240,agriculture partly_cloudy primary
train_24241,clear primary water
train_24242,bare_ground clear
train_24243,agriculture partly_cloudy primary
train_24244,clear primary
train_24245,clear primary
train_24246,partly_cloudy primary road
train_24247,clear primary road
train_24248,agriculture clear habitation primary road
train_24249,cloudy
train_24250,clear primary road
train_24251,clear primary
train_24252,clear primary
train_24253,agriculture clear cultivation primary
train_24254,partly_cloudy primary
train_24255,agriculture clear cultivation primary
train_24256,artisinal_mine clear primary water
train_24257,clear primary
train_24258,agriculture partly_cloudy primary
train_24259,clear primary selective_logging water
train_24260,partly_cloudy primary
train_24261,partly_cloudy primary water
train_24262,clear primary
train_24263,clear primary
train_24264,agriculture clear cultivation primary
train_24265,clear primary
train_24266,agriculture clear primary water
train_24267,agriculture clear primary road
train_24268,agriculture habitation haze primary road
train_24269,agriculture clear primary road
train_24270,cloudy
train_24271,agriculture clear cultivation habitation primary road
train_24272,agriculture clear habitation primary road
train_24273,partly_cloudy primary water
train_24274,agriculture clear cultivation primary water
train_24275,agriculture clear
train_24276,agriculture clear primary
train_24277,clear primary
train_24278,agriculture partly_cloudy primary
train_24279,partly_cloudy primary water
train_24280,cloudy
train_24281,habitation partly_cloudy primary road
train_24282,clear primary
train_24283,partly_cloudy primary
train_24284,clear primary
train_24285,cloudy
train_24286,clear primary
train_24287,agriculture clear primary road
train_24288,agriculture cultivation habitation partly_cloudy primary road
train_24289,agriculture clear primary road water
train_24290,clear primary
train_24291,agriculture partly_cloudy primary road
train_24292,clear primary
train_24293,agriculture clear cultivation habitation primary
train_24294,clear primary
train_24295,clear primary
train_24296,agriculture clear primary
train_24297,haze primary
train_24298,clear primary
train_24299,cloudy
train_24300,clear primary
train_24301,cloudy
train_24302,clear primary
train_24303,cloudy
train_24304,clear primary
train_24305,agriculture clear primary road
train_24306,clear primary
train_24307,clear primary
train_24308,agriculture partly_cloudy primary road
train_24309,clear primary
train_24310,clear primary water
train_24311,agriculture clear cultivation habitation primary
train_24312,haze primary water
train_24313,agriculture clear primary road
train_24314,clear habitation primary road water
train_24315,clear primary
train_24316,agriculture clear cultivation habitation primary
train_24317,clear primary selective_logging water
train_24318,clear primary
train_24319,clear primary
train_24320,agriculture clear cultivation habitation primary road water
train_24321,agriculture clear cultivation primary road
train_24322,clear primary
train_24323,clear primary
train_24324,clear primary
train_24325,partly_cloudy primary
train_24326,clear primary
train_24327,partly_cloudy primary water
train_24328,cloudy
train_24329,agriculture clear habitation primary road
train_24330,clear primary
train_24331,agriculture clear habitation primary road
train_24332,agriculture clear primary road
train_24333,agriculture cultivation habitation partly_cloudy primary road
train_24334,haze primary
train_24335,agriculture clear primary
train_24336,clear primary
train_24337,clear cultivation primary water
train_24338,partly_cloudy primary
train_24339,agriculture partly_cloudy primary road
train_24340,agriculture habitation partly_cloudy primary road
train_24341,agriculture clear primary
train_24342,clear primary
train_24343,partly_cloudy primary
train_24344,clear primary
train_24345,habitation haze primary water
train_24346,clear primary
train_24347,haze primary water
train_24348,clear water
train_24349,clear primary
train_24350,cloudy
train_24351,bare_ground clear primary road
train_24352,agriculture clear habitation primary road
train_24353,clear primary
train_24354,clear primary
train_24355,agriculture partly_cloudy primary
train_24356,cloudy
train_24357,agriculture clear cultivation primary road
train_24358,clear primary
train_24359,partly_cloudy primary
train_24360,bare_ground clear primary water
train_24361,clear primary
train_24362,clear primary
train_24363,clear primary
train_24364,agriculture partly_cloudy primary water
train_24365,agriculture clear habitation primary road
train_24366,clear primary
train_24367,agriculture clear primary water
train_24368,agriculture clear cultivation primary
train_24369,clear primary water
train_24370,agriculture clear habitation primary road water
train_24371,clear primary
train_24372,partly_cloudy primary water
train_24373,clear primary
train_24374,clear primary
train_24375,clear primary
train_24376,clear primary
train_24377,agriculture clear habitation primary road
train_24378,clear primary
train_24379,clear primary
train_24380,agriculture partly_cloudy primary
train_24381,agriculture cultivation partly_cloudy primary
train_24382,agriculture clear habitation primary road
train_24383,partly_cloudy primary
